2706
365553074594643968 1
154381554527895553 110
367827458570977282 4
151490677585346560 1
188114956909019137 27
256457578094133258 28
288484838468747266 62
268005398542417922 1
347077759832686606 1
273986263470571540 1
388115037014982677 1
185217319998324736 26
323103351812390912 31
400811161727139840 1
132357708526518272 35
438813996426985506 96
234816026724794369 1
214873526392455168 1
303754041891225600 7
255873805820362752 148
158256576098992138 1
139548522377641984 2
324939411290718208 26
438719289508233226 34
177905198583382017 13
232242034373689344 29
522533350334922765 27
363031863457218560 59
364908775125286922 69
172511097947947008 7
519481491902955538 6
352627295741149187 3
310553583089090560 100
238758859345362944 72
499381215279841281 2
270310682648379392 17
544602211938729985 39
526130920319615016 12
521059091561316373 12

303754041891225600 1182
365553074594643968 0
367827458570977282 420
277853713996054531 0
267512736655605765 0
323103351812390912 227
277071527894319114 998
288484838468747266 1336
154381554527895553 22696
268005398542417922 0
347077759832686606 0
434519154805178369 0
273986263470571540 0
388115037014982677 0
188114956909019137 0
185217319998324736 85
207232156798418945 0
295727498186981376 0
132357708526518272 1194
438813996426985506 4329
233374836452360193 0
214873526392455168 0
158256576098992138 2
251833503983861761 0
400811161727139840 0
379698727914438666 0
177905198583382017 767
151490677585346560 0
360459005924999169 0
486272047790424066 0
255873805820362752 4721
234816026724794369 2
131896826847690753 0
256457578094133258 146
324939411290718208 1818
139548522377641984 2
438719289508233226 1443
143848112493035521 2
347850325048426497 3
101852812962443264 4
199543834085031947 1
232242034373689344 0
302551203441803264 2
522533350334922765 1410
268179659001298956 4
213659574685663232 2
363031863457218560 5243
181207794232328192 2
364908775125286922 9936
172511097947947008 0
519481491902955538 0
352627295741149187 0
310553583089090560 1936
316274772482981888 2
158992584251932673 1
290549882630963200 2
525095068080799744 0
554142566308904961 1
374669564618866694 2
525355849703751680 2
277921038241890304 2
281936978742870016 2
238758859345362944 9348
499381215279841281 19
529388991951274004 32
593999140162109458 8
270310682648379392 46
294689617154670592 2
544602211938729985 113
526130920319615016 26
521059091561316373 26
